name,board_functions_policy,board_structure_policy,board_independence_policy,esg_reporting_scope,csr_sustainability_committee,board_gender_diversity,executive_members_gender_diversity,succession_plan,tax_transparency_policy,sdg_goal_7,sdg_goal_8,sdg_goal_11,sdg_goals_12,sdg_goal_13
Hirogin Holdings Inc,FALSE,TRUE,TRUE,100.00%,FALSE,11.11%,0.00%,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
Fintel PLC,TRUE,TRUE,TRUE,100.00%,TRUE,14.29%,0.00%,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Heritage Commerce Corp,TRUE,TRUE,TRUE,100.00%,TRUE,30.00%,42.86%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Soochow Securities Co Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,10.00%,14.29%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Rizal Commercial Banking Corp,FALSE,TRUE,TRUE,100.00%,FALSE,20.00%,42.86%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Cathay General Bancorp,TRUE,TRUE,TRUE,,FALSE,25.00%,11.11%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bridgewater Bancshares Inc,TRUE,TRUE,TRUE,100.00%,TRUE,10.00%,28.57%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nordnet AB (publ),FALSE,TRUE,FALSE,100.00%,FALSE,42.86%,30.77%,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Saksiam Leasing PCL,TRUE,TRUE,TRUE,100.00%,TRUE,61.54%,30.77%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
International Bancshares Corp,FALSE,TRUE,TRUE,,FALSE,12.50%,66.67%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hong Leong Capital Bhd,FALSE,TRUE,TRUE,100.00%,TRUE,60.00%,0.00%,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Gimv NV,FALSE,TRUE,TRUE,,FALSE,45.45%,0.00%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Angel One Ltd,TRUE,TRUE,FALSE,100.00%,TRUE,11.11%,6.67%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Share India Securities Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,11.76%,12.50%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OP Bancorp,TRUE,TRUE,TRUE,,FALSE,42.86%,42.86%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
First Bancorp Inc,TRUE,TRUE,TRUE,,FALSE,25.00%,42.86%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hilltop Holdings Inc,TRUE,TRUE,TRUE,100.00%,TRUE,6.25%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Jyske Bank A/S,FALSE,TRUE,TRUE,100.00%,TRUE,33.33%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Riverview Bancorp Inc,TRUE,TRUE,TRUE,,FALSE,50.00%,14.29%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Oberbank AG,FALSE,TRUE,TRUE,100.00%,TRUE,37.50%,10.00%,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Carlyle Group Inc,TRUE,TRUE,TRUE,100.00%,TRUE,23.08%,11.11%,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Bajaj Finance Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,12.50%,0.00%,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Community Financial System Inc,TRUE,TRUE,TRUE,,FALSE,25.00%,16.67%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Banco ABC Brasil SA,FALSE,TRUE,TRUE,100.00%,TRUE,14.29%,8.00%,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Iyogin Holdings Inc,FALSE,TRUE,FALSE,100.00%,TRUE,28.57%,0.00%,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
Carter Bankshares Inc,TRUE,TRUE,TRUE,,FALSE,25.00%,37.50%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Kamco Investment Company KSCP,FALSE,TRUE,TRUE,100.00%,FALSE,40.00%,33.33%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Capitec Bank Holdings Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,23.08%,27.27%,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Banco de Valores SA,FALSE,TRUE,FALSE,100.00%,FALSE,33.33%,14.29%,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
United Bank Ltd,FALSE,TRUE,TRUE,,FALSE,11.11%,5.26%,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
West Bancorporation Inc,TRUE,TRUE,TRUE,,FALSE,25.00%,20.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dongxing Securities Corp Ltd,TRUE,TRUE,TRUE,100.00%,FALSE,20.00%,30.00%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BOK Financial Corp,FALSE,TRUE,TRUE,100.00%,TRUE,22.22%,23.08%,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
East Money Information Co Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,33.33%,16.67%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ahli Bank SAOG,FALSE,FALSE,FALSE,100.00%,TRUE,0.00%,25.00%,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Senshu Ikeda Holdings Inc,FALSE,TRUE,FALSE,100.00%,TRUE,12.50%,0.00%,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
Commercial Bank of Kuwait KPSC,TRUE,TRUE,TRUE,,FALSE,0.00%,27.78%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Zenkoku Hosho Co Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,14.29%,0.00%,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
Pacific Securities Co Ltd,FALSE,TRUE,TRUE,100.00%,FALSE,14.29%,25.00%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Southside Bancshares Inc,TRUE,TRUE,TRUE,,FALSE,20.00%,22.22%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
QCR Holdings Inc,TRUE,TRUE,TRUE,,FALSE,36.36%,33.33%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Virtus Investment Partners Inc,FALSE,TRUE,TRUE,100.00%,FALSE,25.00%,33.33%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bank of Jordan PLC,TRUE,TRUE,FALSE,100.00%,FALSE,0.00%,22.22%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
RF Capital Group Inc,FALSE,TRUE,TRUE,,FALSE,22.22%,33.33%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Peapack-Gladstone Financial Corp,FALSE,TRUE,TRUE,,FALSE,21.43%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BOC International China Co Ltd,FALSE,TRUE,TRUE,,FALSE,38.46%,11.11%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
South Plains Financial Inc,TRUE,TRUE,TRUE,,FALSE,16.67%,25.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cairo Amman Bank PSC,TRUE,TRUE,TRUE,100.00%,FALSE,9.09%,27.78%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Fidelity Bank PLC,FALSE,TRUE,FALSE,100.00%,TRUE,28.57%,24.24%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Ameris Bancorp,TRUE,TRUE,TRUE,100.00%,TRUE,15.38%,20.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dah Sing Banking Group Ltd,FALSE,TRUE,FALSE,100.00%,TRUE,0.00%,18.18%,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Muthoot Finance Ltd,TRUE,TRUE,FALSE,100.00%,TRUE,7.14%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
United Arab Bank PJSC,FALSE,TRUE,TRUE,100.00%,FALSE,18.18%,15.38%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KKR & Co Inc,FALSE,TRUE,TRUE,100.00%,TRUE,30.77%,12.50%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Horizon Bancorp Inc,TRUE,TRUE,TRUE,100.00%,FALSE,33.33%,14.29%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Grupo Bursatil Mexicano SA de CV Casa de Bolsa,FALSE,TRUE,FALSE,,FALSE,12.50%,20.00%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Green Dot Corp,TRUE,TRUE,TRUE,100.00%,TRUE,25.00%,33.33%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Authum Investment & Infrastructure Ltd,FALSE,TRUE,FALSE,100.00%,TRUE,28.57%,0.00%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FB Financial Corp,TRUE,TRUE,TRUE,,FALSE,27.27%,25.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Commerce Bancshares Inc,FALSE,TRUE,TRUE,100.00%,FALSE,30.77%,17.65%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Multi Commodity Exchange of India Ltd,FALSE,TRUE,FALSE,100.00%,TRUE,9.09%,15.38%,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
ChinaLin Securities Co Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,20.00%,22.22%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TPG Inc,FALSE,TRUE,FALSE,100.00%,TRUE,23.53%,28.57%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Sierra Bancorp,TRUE,TRUE,TRUE,,TRUE,41.67%,42.86%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OneMain Holdings Inc,TRUE,TRUE,TRUE,100.00%,FALSE,25.00%,0.00%,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Columbia Financial Inc,TRUE,TRUE,FALSE,51.00%,TRUE,33.33%,27.27%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Permanent TSB Group Holdings PLC,FALSE,TRUE,TRUE,100.00%,TRUE,58.33%,20.00%,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
Spandana Sphoorty Financial Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,18.18%,7.14%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Paisalo Digital Ltd,FALSE,TRUE,FALSE,100.00%,TRUE,10.00%,6.67%,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Stanbic IBTC Bank Ltd,TRUE,TRUE,FALSE,100.00%,TRUE,20.00%,7.14%,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
Saudi Tadawul Group Holding Company SJSC,FALSE,TRUE,FALSE,100.00%,FALSE,22.22%,11.11%,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Bridgepoint Group PLC,TRUE,TRUE,FALSE,100.00%,TRUE,25.00%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sydbank A/S,FALSE,TRUE,TRUE,100.00%,TRUE,38.46%,18.92%,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
First United Corp,TRUE,TRUE,TRUE,,TRUE,54.55%,40.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Onex Corp,TRUE,TRUE,TRUE,,TRUE,27.27%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bank of Communications Co Ltd,FALSE,TRUE,TRUE,10.23%,TRUE,6.25%,0.00%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Union Bankshares Inc,TRUE,TRUE,TRUE,,TRUE,44.44%,50.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Al Salam Bank BSC,TRUE,TRUE,FALSE,100.00%,TRUE,0.00%,4.76%,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Qingdao Rural Commercial Bank Corp,FALSE,TRUE,TRUE,100.00%,FALSE,16.67%,20.00%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Indian Bank,FALSE,FALSE,FALSE,100.00%,TRUE,10.00%,9.09%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Federal Home Loan Mortgage Corp,TRUE,TRUE,TRUE,100.00%,TRUE,23.08%,9.09%,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Bellevue Group AG,FALSE,FALSE,FALSE,100.00%,TRUE,50.00%,0.00%,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Atlantic Union Bankshares Corp,TRUE,TRUE,TRUE,100.00%,FALSE,21.43%,40.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Affin Bank Bhd,FALSE,TRUE,TRUE,100.00%,TRUE,36.36%,27.78%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Seven Bank Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,11.11%,6.25%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
G Capital PCL,TRUE,TRUE,TRUE,100.00%,FALSE,0.00%,42.86%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Stock Yards Bancorp Inc,TRUE,TRUE,TRUE,,FALSE,30.77%,14.29%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Judo Capital Holdings Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,42.86%,36.36%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hancock Whitney Corp,TRUE,TRUE,TRUE,100.00%,TRUE,33.33%,9.09%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Matsui Securities Co Ltd,FALSE,TRUE,FALSE,,FALSE,6.67%,20.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Eagle Bancorp Inc,TRUE,TRUE,TRUE,,FALSE,44.44%,28.57%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Commercial Bank of Dubai psc,TRUE,TRUE,TRUE,100.00%,TRUE,0.00%,0.00%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
JTC PLC,TRUE,TRUE,FALSE,100.00%,FALSE,37.50%,23.33%,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
ABC Arbitrage SA,FALSE,TRUE,TRUE,91.00%,TRUE,40.00%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CrossFirst Bankshares Inc,TRUE,TRUE,TRUE,,FALSE,7.69%,57.14%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Meezan Bank Ltd,FALSE,TRUE,FALSE,100.00%,FALSE,9.09%,0.00%,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
Auburn National Bancorporation Inc,TRUE,TRUE,TRUE,,FALSE,22.22%,40.00%,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Mid Penn Bancorp Inc,TRUE,TRUE,TRUE,100.00%,TRUE,13.33%,20.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hub24 Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,33.33%,36.36%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bank of Sharjah PJSC,TRUE,TRUE,TRUE,100.00%,FALSE,8.33%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Velocity Financial Inc,TRUE,TRUE,TRUE,,FALSE,25.00%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Spar Nord Bank A/S,FALSE,TRUE,TRUE,100.00%,TRUE,33.33%,0.00%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Bank of Chengdu Co Ltd,FALSE,TRUE,TRUE,100.00%,FALSE,8.33%,33.33%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Kuwait International Bank KSCP,TRUE,TRUE,TRUE,100.00%,FALSE,0.00%,15.79%,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Middlefield Banc Corp,TRUE,TRUE,TRUE,,FALSE,15.38%,44.44%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Enterprise Bancorp Inc,TRUE,TRUE,TRUE,100.00%,FALSE,27.78%,11.11%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Esterad Investment Company BSC,TRUE,TRUE,TRUE,,FALSE,0.00%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Secure Trust Bank PLC,FALSE,TRUE,TRUE,100.00%,TRUE,50.00%,33.33%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sundaram Finance Ltd,FALSE,TRUE,FALSE,100.00%,TRUE,15.38%,4.35%,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Jiangsu Financial Leasing Co Ltd,FALSE,TRUE,TRUE,100.00%,FALSE,18.18%,0.00%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Capital City Bank Group Inc,TRUE,TRUE,TRUE,,FALSE,25.00%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bank Albilad SJSC,TRUE,TRUE,TRUE,,FALSE,0.00%,0.00%,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
Bank of Chongqing Co Ltd,FALSE,TRUE,TRUE,21.35%,TRUE,21.43%,37.50%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Northwest Bancshares Inc,TRUE,TRUE,FALSE,,FALSE,16.67%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
City Holding Co,TRUE,TRUE,TRUE,100.00%,FALSE,16.67%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Lakeland Financial Corp,TRUE,TRUE,TRUE,,FALSE,25.00%,50.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Netwealth Group Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,33.33%,23.08%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Orrstown Financial Services Inc,TRUE,TRUE,TRUE,100.00%,TRUE,27.27%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Plumas Bancorp,FALSE,TRUE,TRUE,51.00%,FALSE,25.00%,20.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ServisFirst Bancshares Inc,TRUE,TRUE,TRUE,,FALSE,28.57%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
77 Bank Ltd,FALSE,TRUE,FALSE,100.00%,TRUE,12.50%,0.00%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Huaxi Securities Co Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,10.00%,7.69%,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Yangzijiang Financial Holding Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,0.00%,18.18%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ally Financial Inc,FALSE,TRUE,FALSE,100.00%,FALSE,25.00%,25.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Five Star Bancorp,TRUE,TRUE,TRUE,,TRUE,27.27%,33.33%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Jiangsu Zijin Rural Commercial Bank Co Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,18.18%,12.50%,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
SDIC Capital Co Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,12.50%,0.00%,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
CB Financial Services Inc,TRUE,TRUE,TRUE,,FALSE,11.11%,25.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Oppenheimer Holdings Inc,TRUE,TRUE,TRUE,,FALSE,20.00%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Amigo Holdings PLC,FALSE,TRUE,FALSE,51.00%,FALSE,20.00%,30.00%,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Hoist Finance AB (publ),FALSE,TRUE,FALSE,100.00%,TRUE,16.67%,37.50%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Solvar Ltd,FALSE,TRUE,TRUE,,FALSE,25.00%,25.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tokyo Century Corp,FALSE,TRUE,FALSE,12.10%,TRUE,15.38%,6.25%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Hokuhoku Financial Group Inc,FALSE,TRUE,FALSE,100.00%,TRUE,8.33%,0.00%,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
National Bank Holdings Corp,TRUE,TRUE,TRUE,,TRUE,25.00%,28.57%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ringkjoebing Landbobank A/S,FALSE,TRUE,TRUE,100.00%,FALSE,38.46%,0.00%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IDBI Bank Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,6.67%,12.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
First Northwest Bancorp,TRUE,TRUE,TRUE,,TRUE,44.44%,16.67%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sandy Spring Bancorp Inc,TRUE,TRUE,TRUE,100.00%,TRUE,23.08%,10.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Capital Bancorp Inc,TRUE,TRUE,TRUE,,TRUE,18.18%,18.18%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
VZ Holding AG,FALSE,TRUE,FALSE,51.00%,TRUE,0.00%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
First Financial Northwest Inc,TRUE,TRUE,TRUE,,FALSE,42.86%,20.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Farmers & Merchants Bancorp Inc,TRUE,TRUE,TRUE,,FALSE,25.00%,50.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Capital Securities Corp Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,18.18%,0.00%,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
First Financial Bankshares Inc,TRUE,TRUE,TRUE,,TRUE,18.18%,11.11%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Colony Bankcorp Inc,TRUE,TRUE,TRUE,,TRUE,20.00%,16.67%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vietnam Joint Stock Commercial Bank for Industry and Trade,FALSE,TRUE,TRUE,100.00%,TRUE,27.27%,9.09%,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
Deterra Royalties Ltd,FALSE,TRUE,TRUE,,TRUE,50.00%,37.50%,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Community West Bancshares,FALSE,TRUE,FALSE,,FALSE,25.00%,40.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Midland States Bancorp Inc,TRUE,TRUE,TRUE,,FALSE,30.00%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Export Development Bank of Egypt SAE,FALSE,FALSE,FALSE,100.00%,TRUE,25.00%,0.00%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Chiba Bank Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,33.33%,4.55%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Seacoast Banking Corporation of Florida,FALSE,TRUE,TRUE,100.00%,TRUE,25.00%,40.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Farmers National Banc Corp,TRUE,TRUE,TRUE,,FALSE,14.29%,8.33%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SmartFinancial Inc,TRUE,TRUE,TRUE,,FALSE,9.09%,22.22%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Red River Bancshares Inc,TRUE,TRUE,TRUE,,FALSE,10.00%,44.44%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Burford Capital Ltd,TRUE,TRUE,TRUE,25.00%,TRUE,16.67%,25.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
United Bank for Africa PLC,FALSE,TRUE,FALSE,100.00%,TRUE,43.75%,30.00%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Sparebanken Vest,FALSE,TRUE,TRUE,100.00%,FALSE,50.00%,30.00%,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Mr Cooper Group Inc,TRUE,TRUE,TRUE,,FALSE,37.50%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bank of Tianjin Co Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,28.57%,14.29%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Lendingtree Inc,TRUE,TRUE,TRUE,,FALSE,22.22%,20.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Central Depository Services (India) Ltd,FALSE,TRUE,FALSE,100.00%,TRUE,11.11%,12.50%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dah Sing Financial Holdings Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,11.11%,0.00%,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Freedom Holding Corp,TRUE,TRUE,TRUE,100.00%,FALSE,16.67%,20.00%,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
Zhongtai Securities Co Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,10.00%,11.11%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
City of London Investment Group PLC,FALSE,TRUE,FALSE,100.00%,TRUE,28.57%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Interactive Brokers Group Inc,TRUE,TRUE,TRUE,100.00%,TRUE,22.22%,0.00%,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Metropolitan Bank Holding Corp,TRUE,TRUE,TRUE,,FALSE,33.33%,22.22%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
